epoch,loss
0,1.0122428145745648
100,0.06876118034774649
200,0.01749824645743966
300,0.00894858258890239
400,0.005795403105168362
500,0.004208160598918482
600,0.0032675732496946393
700,0.002651607615576053
800,0.0022200854717917325
900,0.0019026974658908676
1000,0.001660482252894527
1100,0.0014701961194486253
1200,0.0013171611931740612
1300,0.001191680226676316
1400,0.0010871058682484717
1500,0.0009987392507918484
1600,0.0009231712066861033
1700,0.0008578722893965061
1800,0.0008009288759850731
1900,0.0007508682808368379
2000,0.0007065398739135881
2100,0.0006670324377155219
2200,0.000631615560354733
2300,0.0005996973259763531
2400,0.0005707932756537291
2500,0.0005445033024690292
2600,0.0005204942230893569
2700,0.0004984864708540502
2800,0.0004782438219949219
2900,0.0004595653818753717
3000,0.00044227927456773857
3100,0.0004262376298713315
3200,0.00041131256835606907
3300,0.00039739296116684543
3400,0.00038438179642316715
3500,0.00037219402435475016
3600,0.00036075478310017696
3700,0.00034999792932012677
3800,0.00033986481450788757
3900,0.00033030326058290015
4000,0.0003212666980743215
4100,0.0003127134376977555
4200,0.00030460605194907093
4300,0.00029691084789025004
4400,0.0002895974158828695
4500,0.000282638241859204
4600,0.000276008372977786
4700,0.0002696851283165322
4800,0.00026364784771070495
4900,0.0002578776730184897
5000,0.00025235735705268064
5100,0.00024707109619673576
5200,0.00024200438336330972
5300,0.00023714387847955612
5400,0.0002324772941190788
5500,0.0002279932942615218
5600,0.00022368140446147477
5700,0.0002195319319601799
5800,0.0002155358944841185
5900,0.00021168495665222008
6000,0.00020797137306330187
6100,0.00020438793726202192
6200,0.00020092793588958737
6300,0.00019758510741710994
6400,0.00019435360493781745
6500,0.00019122796256160383
6600,0.00018820306501283137
6700,0.00018527412008195022
6800,0.00018243663362428798
6900,0.000179686386836364
7000,0.0001770194155719988
7100,0.0001744319914885476
7200,0.00017192060483758604
7300,0.00016948194873575144
7400,0.0001671129047696879
7500,0.00016481052980536808
7600,0.00016257204388621344
7700,0.00016039481911686213
7800,0.00015827636944052442
7900,0.00015621434122740853
8000,0.0001542065046003731
8100,0.00015225074543149974
8200,0.0001503450579499505
8300,0.00014848753790752873
8400,0.00014667637625352588
8500,0.00014490985327532838
8600,0.00014318633316527413
8700,0.0001415042589781825
8800,0.0001398621479472326
8900,0.000138258587128858
9000,0.00013669222935015505
9100,0.00013516178943457502
9200,0.00013366604068392927
9300,0.00013220381159667448
9400,0.00013077398280422384
9500,0.0001293754842085598
9600,0.00012800729230601614
9700,0.00012666842768319593
9800,0.00012535795267227994
9900,0.00012407496915414068
